scenario,physical_recording_id,block_recording_id,event_id,window_bin_s,target_source_start_s,history_blocks,cadence_seconds,block_end_s,block_start_s,sample_offset,sample_count,block_features_json,context_features_json,linked_prns,linked_pair_count,history_reducer
cleanStatic,cleanStatic,cleanStatic,cleanStatic@26.5,26.5,25.78039548,4,0.5,24.010000000000002;24.510000000000002;25.010000000000002;25.510000000000002,24;24.5;25;25.5,600000000;612500000;625000000;637500000,250000;250000;250000;250000,"[[15.539531218534066,7.236706712157451,0.3857943187046304,0.2239510172261717],[15.541096951461872,7.243344142732391,0.3879412725840312,0.22309922090504952],[15.539893665858537,7.232482266043355,0.38615937558231966,0.22651100645019656],[15.535097061635591,7.234916208323359,0.38845368448271417,0.22083440041046287]]","[15.538904724372516,7.236862332314139,0.38708716283842387,0.22359891124797018]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@27,27.0,26.28039548,4,0.5,24.510000000000002;25.010000000000002;25.510000000000002;26.010000000000002,24.5;25;25.5;26,612500000;625000000;637500000;650000000,250000;250000;250000;250000,"[[15.541096951461872,7.243344142732391,0.3879412725840312,0.22309922090504952],[15.539893665858537,7.232482266043355,0.38615937558231966,0.22651100645019656],[15.535097061635591,7.234916208323359,0.38845368448271417,0.22083440041046287],[15.538240919210986,7.237088823013277,0.3863430654351504,0.22413509813583485]]","[15.538582149541746,7.236957860028095,0.3872243495210539,0.22364493147538597]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@27.5,27.5,26.78039548,4,0.5,25.010000000000002;25.510000000000002;26.010000000000002;26.510000000000002,25;25.5;26;26.5,625000000;637500000;650000000;662500000,250000;250000;250000;250000,"[[15.539893665858537,7.232482266043355,0.38615937558231966,0.22651100645019656],[15.535097061635591,7.234916208323359,0.38845368448271417,0.22083440041046287],[15.538240919210986,7.237088823013277,0.3863430654351504,0.22413509813583485],[15.544982911453046,7.241814360363169,0.3891463155379796,0.2248005012086091]]","[15.539553639539541,7.23657541443579,0.3875256102595409,0.22407025155127583]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@28,28.0,27.28039548,4,0.5,25.510000000000002;26.010000000000002;26.510000000000002;27.010000000000002,25.5;26;26.5;27,637500000;650000000;662500000;675000000,250000;250000;250000;250000,"[[15.535097061635591,7.234916208323359,0.38845368448271417,0.22083440041046287],[15.538240919210986,7.237088823013277,0.3863430654351504,0.22413509813583485],[15.544982911453046,7.241814360363169,0.3891463155379796,0.2248005012086091],[15.540595673312161,7.235135319077771,0.38825342358100606,0.2251572063923809]]","[15.539729141402946,7.2372386776943936,0.3880491222592125,0.22373180153682193]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@28.5,28.5,27.78039548,4,0.5,26.010000000000002;26.510000000000002;27.010000000000002;27.510000000000002,26;26.5;27;27.5,650000000;662500000;675000000;687500000,250000;250000;250000;250000,"[[15.538240919210986,7.237088823013277,0.3863430654351504,0.22413509813583485],[15.544982911453046,7.241814360363169,0.3891463155379796,0.2248005012086091],[15.540595673312161,7.235135319077771,0.38825342358100606,0.2251572063923809],[15.529417238384688,7.236233992846256,0.3872632967647811,0.22197792073529085]]","[15.53830918559022,7.237568123825118,0.3877515253297293,0.22401768161802893]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@29,29.0,28.28039548,4,0.5,26.510000000000002;27.010000000000002;27.510000000000002;28.010000000000002,26.5;27;27.5;28,662500000;675000000;687500000;700000000,250000;250000;250000;250000,"[[15.544982911453046,7.241814360363169,0.3891463155379796,0.2248005012086091],[15.540595673312161,7.235135319077771,0.38825342358100606,0.2251572063923809],[15.529417238384688,7.236233992846256,0.3872632967647811,0.22197792073529085],[15.527091790643226,7.228479709351764,0.3907343251469412,0.22374078448247042]]","[15.53552190344828,7.23541584540974,0.38884934025767703,0.22391910320468783]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@29.5,29.5,28.78039548,4,0.5,27.010000000000002;27.510000000000002;28.010000000000002;28.510000000000002,27;27.5;28;28.5,675000000;687500000;700000000;712500000,250000;250000;250000;250000,"[[15.540595673312161,7.235135319077771,0.38825342358100606,0.2251572063923809],[15.529417238384688,7.236233992846256,0.3872632967647811,0.22197792073529085],[15.527091790643226,7.228479709351764,0.3907343251469412,0.22374078448247042],[15.525949119901325,7.231827146615259,0.38840811313889806,0.22276339138449733]]","[15.53076345556035,7.232919041972763,0.3886647896579066,0.22340982574865986]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@30,30.0,29.28039548,4,0.5,27.510000000000002;28.010000000000002;28.510000000000002;29.010000000000002,27.5;28;28.5;29,687500000;700000000;712500000;725000000,250000;250000;250000;250000,"[[15.529417238384688,7.236233992846256,0.3872632967647811,0.22197792073529085],[15.527091790643226,7.228479709351764,0.3907343251469412,0.22374078448247042],[15.525949119901325,7.231827146615259,0.38840811313889806,0.22276339138449733],[15.527728056919614,7.232837364673355,0.38726942218603994,0.22540391624449715]]","[15.527546551462214,7.232344553371658,0.38841878930916507,0.22347150321168893]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@30.5,30.5,29.78039548,4,0.5,28.010000000000002;28.510000000000002;29.010000000000002;29.510000000000002,28;28.5;29;29.5,700000000;712500000;725000000;737500000,250000;250000;250000;250000,"[[15.527091790643226,7.228479709351764,0.3907343251469412,0.22374078448247042],[15.525949119901325,7.231827146615259,0.38840811313889806,0.22276339138449733],[15.527728056919614,7.232837364673355,0.38726942218603994,0.22540391624449715],[15.526765573331094,7.232820962423589,0.3852804581176204,0.225191570109011]]","[15.526883635198814,7.231491295765991,0.3879230796473749,0.224274915555119]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@31,31.0,30.28039548,4,0.5,28.510000000000002;29.010000000000002;29.510000000000002;30.010000000000002,28.5;29;29.5;30,712500000;725000000;737500000;750000000,250000;250000;250000;250000,"[[15.525949119901325,7.231827146615259,0.38840811313889806,0.22276339138449733],[15.527728056919614,7.232837364673355,0.38726942218603994,0.22540391624449715],[15.526765573331094,7.232820962423589,0.3852804581176204,0.225191570109011],[15.524469018003778,7.234956179199428,0.3873381104845308,0.22117587902397895]]","[15.526227942038952,7.233110413227908,0.3870740259817723,0.22363368919049612]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@31.5,31.5,30.78039548,4,0.5,29.010000000000002;29.510000000000002;30.010000000000002;30.510000000000002,29;29.5;30;30.5,725000000;737500000;750000000;762500000,250000;250000;250000;250000,"[[15.527728056919614,7.232837364673355,0.38726942218603994,0.22540391624449715],[15.526765573331094,7.232820962423589,0.3852804581176204,0.225191570109011],[15.524469018003778,7.234956179199428,0.3873381104845308,0.22117587902397895],[15.522525767821081,7.229100744346094,0.38690292215285493,0.22408595776327997]]","[15.525372104018892,7.232428812660617,0.3866977282352615,0.22396433078519176]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@32,32.0,31.28039548,4,0.5,29.510000000000002;30.010000000000002;30.510000000000002;31.010000000000002,29.5;30;30.5;31,737500000;750000000;762500000;775000000,250000;250000;250000;250000,"[[15.526765573331094,7.232820962423589,0.3852804581176204,0.225191570109011],[15.524469018003778,7.234956179199428,0.3873381104845308,0.22117587902397895],[15.522525767821081,7.229100744346094,0.38690292215285493,0.22408595776327997],[15.541066201203853,7.239711777401398,0.3845783821462123,0.22349948033115616]]","[15.528706640089952,7.234147415842628,0.38602496822530463,0.22348822180685654]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@32.5,32.5,31.78039548,4,0.5,30.010000000000002;30.510000000000002;31.010000000000002;31.510000000000002,30;30.5;31;31.5,750000000;762500000;775000000;787500000,250000;250000;250000;250000,"[[15.524469018003778,7.234956179199428,0.3873381104845308,0.22117587902397895],[15.522525767821081,7.229100744346094,0.38690292215285493,0.22408595776327997],[15.541066201203853,7.239711777401398,0.3845783821462123,0.22349948033115616],[15.53860430585593,7.23532752672058,0.38787281546989905,0.22585766866428275]]","[15.53166632322116,7.234774056916875,0.3866730575633742,0.22365474644567446]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@33,33.0,32.28039548,4,0.5,30.510000000000002;31.010000000000002;31.510000000000002;32.009999999999998,30.5;31;31.5;32,762500000;775000000;787500000;800000000,250000;250000;250000;250000,"[[15.522525767821081,7.229100744346094,0.38690292215285493,0.22408595776327997],[15.541066201203853,7.239711777401398,0.3845783821462123,0.22349948033115616],[15.53860430585593,7.23532752672058,0.38787281546989905,0.22585766866428275],[15.537581409688096,7.238122629100334,0.38490850909913804,0.2236120346256438]]","[15.53494442114224,7.235565669392101,0.38606565721702607,0.22426378534609068]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@33.5,33.5,32.78039548,4,0.5,31.010000000000002;31.510000000000002;32.009999999999998;32.509999999999998,31;31.5;32;32.5,775000000;787500000;800000000;812500000,250000;250000;250000;250000,"[[15.541066201203853,7.239711777401398,0.3845783821462123,0.22349948033115616],[15.53860430585593,7.23532752672058,0.38787281546989905,0.22585766866428275],[15.537581409688096,7.238122629100334,0.38490850909913804,0.2236120346256438],[15.533383987255473,7.235821834115087,0.38526064103782814,0.22358231723173733]]","[15.537658976000838,7.23724594183435,0.3856550869382694,0.224137875213205]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@34,34.0,33.28039548,4,0.5,31.510000000000002;32.009999999999998;32.509999999999998;33.009999999999998,31.5;32;32.5;33,787500000;800000000;812500000;825000000,250000;250000;250000;250000,"[[15.53860430585593,7.23532752672058,0.38787281546989905,0.22585766866428275],[15.537581409688096,7.238122629100334,0.38490850909913804,0.2236120346256438],[15.533383987255473,7.235821834115087,0.38526064103782814,0.22358231723173733],[15.526719236881,7.233583623588924,0.3861228183782439,0.22448862612461035]]","[15.534072234920126,7.235713903381231,0.3860411959962773,0.22438516166156858]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@34.5,34.5,33.78039548,4,0.5,32.009999999999998;32.509999999999998;33.009999999999998;33.509999999999998,32;32.5;33;33.5,800000000;812500000;825000000;837500000,250000;250000;250000;250000,"[[15.537581409688096,7.238122629100334,0.38490850909913804,0.2236120346256438],[15.533383987255473,7.235821834115087,0.38526064103782814,0.22358231723173733],[15.526719236881,7.233583623588924,0.3861228183782439,0.22448862612461035],[15.51867975491747,7.223961791676929,0.38836190488590255,0.22499852013313243]]","[15.52909109718551,7.232872469620318,0.3861634683502782,0.22417037452878097]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@35,35.0,34.28039548,4,0.5,32.509999999999998;33.009999999999998;33.509999999999998;34.009999999999998,32.5;33;33.5;34,812500000;825000000;837500000;850000000,250000;250000;250000;250000,"[[15.533383987255473,7.235821834115087,0.38526064103782814,0.22358231723173733],[15.526719236881,7.233583623588924,0.3861228183782439,0.22448862612461035],[15.51867975491747,7.223961791676929,0.38836190488590255,0.22499852013313243],[15.540989044705977,7.240520040279462,0.38442249200478235,0.22294732134683348]]","[15.52994300593998,7.233471822415101,0.3860419640766892,0.22400419620907838]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@35.5,35.5,34.78039548,4,0.5,33.009999999999998;33.509999999999998;34.009999999999998;34.509999999999998,33;33.5;34;34.5,825000000;837500000;850000000;862500000,250000;250000;250000;250000,"[[15.526719236881,7.233583623588924,0.3861228183782439,0.22448862612461035],[15.51867975491747,7.223961791676929,0.38836190488590255,0.22499852013313243],[15.540989044705977,7.240520040279462,0.38442249200478235,0.22294732134683348],[15.531204954520396,7.237323035440701,0.3901384270527878,0.22006538299762873]]","[15.52939824775621,7.2338471227465035,0.3872614105804292,0.22312496265055126]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@36,36.0,35.28039548,4,0.5,33.509999999999998;34.009999999999998;34.509999999999998;35.009999999999998,33.5;34;34.5;35,837500000;850000000;862500000;875000000,250000;250000;250000;250000,"[[15.51867975491747,7.223961791676929,0.38836190488590255,0.22499852013313243],[15.540989044705977,7.240520040279462,0.38442249200478235,0.22294732134683348],[15.531204954520396,7.237323035440701,0.3901384270527878,0.22006538299762873],[15.535516781411074,7.232689055429305,0.38583060688091064,0.22380925862673604]]","[15.53159763388873,7.2336234807065996,0.38718835770609583,0.22295512077608268]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@36.5,36.5,35.78039548,4,0.5,34.009999999999998;34.509999999999998;35.009999999999998;35.509999999999998,34;34.5;35;35.5,850000000;862500000;875000000;887500000,250000;250000;250000;250000,"[[15.540989044705977,7.240520040279462,0.38442249200478235,0.22294732134683348],[15.531204954520396,7.237323035440701,0.3901384270527878,0.22006538299762873],[15.535516781411074,7.232689055429305,0.38583060688091064,0.22380925862673604],[15.532706281548725,7.233992874554821,0.3880823919616903,0.2229993832533553]]","[15.535104265546543,7.236131251426072,0.3871184794750428,0.2224553365561384]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@37,37.0,36.28039548,4,0.5,34.509999999999998;35.009999999999998;35.509999999999998;36.009999999999998,34.5;35;35.5;36,862500000;875000000;887500000;900000000,250000;250000;250000;250000,"[[15.531204954520396,7.237323035440701,0.3901384270527878,0.22006538299762873],[15.535516781411074,7.232689055429305,0.38583060688091064,0.22380925862673604],[15.532706281548725,7.233992874554821,0.3880823919616903,0.2229993832533553],[15.529996318637798,7.235836086711167,0.38810980888687163,0.22244077879022636]]","[15.532356084029498,7.234960263033999,0.38804030869556505,0.22232870091698662]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@37.5,37.5,36.78039548,4,0.5,35.009999999999998;35.509999999999998;36.009999999999998;36.509999999999998,35;35.5;36;36.5,875000000;887500000;900000000;912500000,250000;250000;250000;250000,"[[15.535516781411074,7.232689055429305,0.38583060688091064,0.22380925862673604],[15.532706281548725,7.233992874554821,0.3880823919616903,0.2229993832533553],[15.529996318637798,7.235836086711167,0.38810980888687163,0.22244077879022636],[15.54126208347124,7.236741214386485,0.3865292404427175,0.22234502128428307]]","[15.534870366267208,7.234814807770444,0.38713801204304754,0.22289861048865017]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@38,38.0,37.28039548,4,0.5,35.509999999999998;36.009999999999998;36.509999999999998;37.009999999999998,35.5;36;36.5;37,887500000;900000000;912500000;925000000,250000;250000;250000;250000,"[[15.532706281548725,7.233992874554821,0.3880823919616903,0.2229993832533553],[15.529996318637798,7.235836086711167,0.38810980888687163,0.22244077879022636],[15.54126208347124,7.236741214386485,0.3865292404427175,0.22234502128428307],[15.528992861318835,7.232472650491726,0.38841371444666556,0.22170479198770693]]","[15.53323938624415,7.23476070653605,0.38778378893448623,0.2223724938288929]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
cleanStatic,cleanStatic,cleanStatic,cleanStatic@38.5,38.5,37.78039548,4,0.5,36.009999999999998;36.509999999999998;37.009999999999998;37.509999999999998,36;36.5;37;37.5,900000000;912500000;925000000;937500000,250000;250000;250000;250000,"[[15.529996318637798,7.235836086711167,0.38810980888687163,0.22244077879022636],[15.54126208347124,7.236741214386485,0.3865292404427175,0.22234502128428307],[15.528992861318835,7.232472650491726,0.38841371444666556,0.22170479198770693],[15.53725103517087,7.2381227423922985,0.38854020788000937,0.2212985708279139]]","[15.534375574649685,7.235793173495419,0.387898242914066,0.22194729072253258]",G03;G06;G07;G10;G13;G16;G19;G20;G23;G30,10,arithmetic_mean_per_feature
